time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qx,qy,qz,qw,roll_deg,pitch_deg,yaw_deg,mode,armed
8.128,-0.0037,0.0083,-0.0534,-0.0210,0.0120,-0.0376,0.016564,0.000576,0.003950,-0.999855,-1.898,-0.073,-0.451,AUTO.LOITER,0
8.189,-0.0025,0.0076,-0.0522,-0.0213,0.0116,-0.0377,0.016536,0.000573,0.003927,-0.999855,-1.895,-0.073,-0.449,AUTO.LOITER,0
8.257,-0.0019,0.0072,-0.0519,-0.0214,0.0105,-0.0382,0.016525,0.000565,0.003905,-0.999856,-1.893,-0.072,-0.446,AUTO.LOITER,0
8.293,-0.0017,0.0071,-0.0519,-0.0214,0.0105,-0.0381,0.016526,0.000574,0.003883,-0.999856,-1.894,-0.073,-0.444,AUTO.LOITER,0
8.357,-0.0016,0.0070,-0.0523,-0.0216,0.0104,-0.0380,0.016519,0.000596,0.003821,-0.999856,-1.893,-0.076,-0.437,AUTO.LOITER,0
8.390,-0.0017,0.0071,-0.0526,-0.0216,0.0103,-0.0383,0.016500,0.000623,0.003796,-0.999857,-1.891,-0.079,-0.434,AUTO.LOITER,0
8.425,-0.0018,0.0072,-0.0530,-0.0214,0.0106,-0.0389,0.016490,0.000655,0.003747,-0.999857,-1.889,-0.082,-0.428,AUTO.LOITER,0
8.490,-0.0023,0.0075,-0.0541,-0.0219,0.0109,-0.0400,0.016517,0.000655,0.003708,-0.999857,-1.892,-0.082,-0.424,AUTO.LOITER,0
8.524,-0.0010,0.0071,-0.0542,-0.0213,0.0109,-0.0407,0.016525,0.000613,0.003733,-0.999856,-1.893,-0.077,-0.427,AUTO.LOITER,0
8.596,0.0013,0.0066,-0.0549,-0.0197,0.0106,-0.0414,0.016535,0.000608,0.003716,-0.999856,-1.895,-0.077,-0.425,AUTO.LOITER,0
8.626,0.0021,0.0064,-0.0554,-0.0186,0.0106,-0.0418,0.016521,0.000600,0.003701,-0.999857,-1.893,-0.076,-0.423,AUTO.LOITER,0
8.692,0.0034,0.0064,-0.0566,-0.0175,0.0106,-0.0430,0.016526,0.000632,0.003664,-0.999857,-1.894,-0.079,-0.419,AUTO.LOITER,0
8.725,0.0039,0.0064,-0.0574,-0.0173,0.0109,-0.0436,0.016539,0.000647,0.003627,-0.999856,-1.895,-0.081,-0.414,AUTO.LOITER,0
8.792,0.0047,0.0066,-0.0591,-0.0176,0.0112,-0.0450,0.016541,0.000645,0.003629,-0.999856,-1.895,-0.081,-0.415,AUTO.LOITER,0
8.856,0.0049,0.0070,-0.0610,-0.0172,0.0111,-0.0458,0.016552,0.000607,0.003625,-0.999856,-1.897,-0.076,-0.414,AUTO.LOITER,0
8.888,0.0051,0.0071,-0.0616,-0.0164,0.0116,-0.0455,0.016556,0.000646,0.003612,-0.999856,-1.897,-0.081,-0.413,AUTO.LOITER,0
8.958,0.0064,0.0065,-0.0608,-0.0158,0.0110,-0.0450,0.016528,0.000647,0.003602,-0.999857,-1.894,-0.081,-0.411,AUTO.LOITER,0
8.989,0.0067,0.0063,-0.0608,-0.0150,0.0108,-0.0456,0.016524,0.000658,0.003612,-0.999857,-1.893,-0.082,-0.413,AUTO.LOITER,0
9.053,0.0073,0.0062,-0.0610,-0.0151,0.0102,-0.0460,0.016523,0.000652,0.003627,-0.999857,-1.893,-0.082,-0.414,AUTO.LOITER,0
9.085,0.0074,0.0062,-0.0613,-0.0151,0.0099,-0.0466,0.016516,0.000624,0.003642,-0.999857,-1.892,-0.078,-0.416,AUTO.LOITER,0
9.152,0.0075,0.0062,-0.0625,-0.0153,0.0096,-0.0479,0.016510,0.000628,0.003677,-0.999857,-1.892,-0.079,-0.420,AUTO.LOITER,0
9.184,0.0074,0.0063,-0.0632,-0.0155,0.0090,-0.0477,0.016503,0.000639,0.003675,-0.999857,-1.891,-0.080,-0.420,AUTO.LOITER,0
9.253,0.0071,0.0066,-0.0650,-0.0153,0.0089,-0.0481,0.016510,0.000678,0.003682,-0.999857,-1.892,-0.085,-0.421,AUTO.LOITER,0
9.281,0.0070,0.0067,-0.0657,-0.0154,0.0088,-0.0486,0.016510,0.000674,0.003676,-0.999857,-1.892,-0.084,-0.420,AUTO.LOITER,0
9.354,0.0082,0.0069,-0.0644,-0.0142,0.0085,-0.0474,0.016507,0.000700,0.003665,-0.999857,-1.891,-0.087,-0.419,AUTO.LOITER,0
9.387,0.0086,0.0070,-0.0642,-0.0142,0.0087,-0.0470,0.016517,0.000707,0.003693,-0.999857,-1.892,-0.088,-0.422,AUTO.LOITER,0
9.454,0.0092,0.0074,-0.0641,-0.0138,0.0092,-0.0472,0.016504,0.000688,0.003735,-0.999857,-1.891,-0.086,-0.427,AUTO.LOITER,0
9.486,0.0094,0.0076,-0.0643,-0.0131,0.0087,-0.0476,0.016503,0.000678,0.003775,-0.999856,-1.891,-0.085,-0.431,AUTO.LOITER,0
9.528,0.0096,0.0078,-0.0646,-0.0130,0.0083,-0.0479,0.016506,0.000658,0.003819,-0.999856,-1.891,-0.083,-0.436,AUTO.LOITER,0
9.591,0.0097,0.0083,-0.0660,-0.0122,0.0082,-0.0482,0.016506,0.000702,0.003829,-0.999856,-1.891,-0.088,-0.437,AUTO.LOITER,0
9.656,0.0096,0.0089,-0.0676,-0.0120,0.0081,-0.0487,0.016504,0.000678,0.003825,-0.999856,-1.891,-0.085,-0.437,AUTO.LOITER,0
9.687,0.0098,0.0091,-0.0681,-0.0116,0.0086,-0.0492,0.016473,0.000694,0.003854,-0.999857,-1.887,-0.087,-0.440,AUTO.LOITER,0
9.720,0.0107,0.0093,-0.0673,-0.0110,0.0080,-0.0475,0.016493,0.000703,0.003845,-0.999856,-1.890,-0.088,-0.439,AUTO.LOITER,0
9.785,0.0124,0.0097,-0.0661,-0.0106,0.0084,-0.0478,0.016473,0.000698,0.003845,-0.999857,-1.887,-0.087,-0.439,AUTO.LOITER,0
9.853,0.0134,0.0101,-0.0661,-0.0100,0.0089,-0.0468,0.016474,0.000721,0.003821,-0.999857,-1.888,-0.090,-0.436,AUTO.LOITER,0
9.885,0.0139,0.0104,-0.0663,-0.0103,0.0088,-0.0464,0.016464,0.000774,0.003825,-0.999857,-1.886,-0.096,-0.437,AUTO.LOITER,0
9.951,0.0145,0.0111,-0.0673,-0.0103,0.0096,-0.0461,0.016445,0.000771,0.003806,-0.999857,-1.884,-0.095,-0.435,AUTO.LOITER,0
9.985,0.0147,0.0114,-0.0679,-0.0106,0.0100,-0.0468,0.016449,0.000755,0.003789,-0.999857,-1.885,-0.094,-0.433,AUTO.LOITER,0
10.056,0.0148,0.0122,-0.0700,-0.0115,0.0104,-0.0467,0.016444,0.000767,0.003798,-0.999857,-1.884,-0.095,-0.434,AUTO.LOITER,0
10.087,0.0148,0.0125,-0.0707,-0.0119,0.0100,-0.0470,0.016472,0.000793,0.003777,-0.999857,-1.887,-0.098,-0.431,AUTO.LOITER,0
10.120,0.0143,0.0122,-0.0702,-0.0125,0.0100,-0.0468,0.016475,0.000809,0.003721,-0.999857,-1.888,-0.100,-0.425,AUTO.LOITER,0
10.196,0.0130,0.0119,-0.0693,-0.0134,0.0105,-0.0464,0.016433,0.000821,0.003686,-0.999858,-1.883,-0.101,-0.421,AUTO.LOITER,0
10.224,0.0125,0.0119,-0.0692,-0.0139,0.0105,-0.0460,0.016421,0.000831,0.003606,-0.999858,-1.881,-0.102,-0.412,AUTO.LOITER,0
10.295,0.0113,0.0119,-0.0695,-0.0154,0.0112,-0.0464,0.016408,0.000839,0.003587,-0.999859,-1.880,-0.103,-0.409,AUTO.LOITER,0
10.327,0.0107,0.0120,-0.0698,-0.0160,0.0113,-0.0464,0.016380,0.000844,0.003527,-0.999859,-1.877,-0.103,-0.403,AUTO.LOITER,0
10.393,0.0092,0.0124,-0.0709,-0.0170,0.0116,-0.0467,0.016400,0.000844,0.003492,-0.999859,-1.879,-0.103,-0.398,AUTO.LOITER,0
10.424,0.0086,0.0126,-0.0716,-0.0174,0.0118,-0.0476,0.016390,0.000869,0.003443,-0.999859,-1.878,-0.106,-0.393,AUTO.LOITER,0
10.494,0.0072,0.0131,-0.0734,-0.0182,0.0123,-0.0486,0.016403,0.000884,0.003403,-0.999859,-1.879,-0.108,-0.388,AUTO.LOITER,0
10.526,0.0069,0.0127,-0.0726,-0.0182,0.0117,-0.0482,0.016394,0.000890,0.003370,-0.999860,-1.878,-0.108,-0.385,AUTO.LOITER,0
10.591,0.0060,0.0122,-0.0715,-0.0188,0.0106,-0.0478,0.016391,0.000873,0.003349,-0.999860,-1.878,-0.106,-0.382,AUTO.LOITER,0
10.626,0.0055,0.0120,-0.0714,-0.0194,0.0107,-0.0482,0.016372,0.000840,0.003339,-0.999860,-1.876,-0.102,-0.381,AUTO.LOITER,0
10.692,0.0045,0.0118,-0.0716,-0.0196,0.0107,-0.0487,0.016377,0.000844,0.003329,-0.999860,-1.876,-0.103,-0.380,AUTO.LOITER,0
10.725,0.0040,0.0118,-0.0719,-0.0203,0.0105,-0.0486,0.016375,0.000847,0.003314,-0.999860,-1.876,-0.103,-0.378,AUTO.LOITER,0
10.794,0.0026,0.0119,-0.0730,-0.0215,0.0109,-0.0490,0.016380,0.000861,0.003285,-0.999860,-1.877,-0.105,-0.375,AUTO.LOITER,0
10.829,0.0020,0.0121,-0.0736,-0.0218,0.0108,-0.0496,0.016394,0.000862,0.003280,-0.999860,-1.878,-0.105,-0.374,AUTO.LOITER,0
10.892,0.0006,0.0124,-0.0753,-0.0225,0.0105,-0.0499,0.016387,0.000815,0.003261,-0.999860,-1.878,-0.100,-0.372,AUTO.LOITER,0
10.929,0.0012,0.0120,-0.0745,-0.0222,0.0102,-0.0499,0.016357,0.000793,0.003224,-0.999861,-1.874,-0.097,-0.368,AUTO.LOITER,0
10.993,0.0021,0.0113,-0.0738,-0.0215,0.0094,-0.0500,0.016360,0.000782,0.003198,-0.999861,-1.874,-0.096,-0.365,AUTO.LOITER,0
11.058,0.0025,0.0109,-0.0741,-0.0217,0.0091,-0.0502,0.016354,0.000769,0.003157,-0.999861,-1.874,-0.094,-0.360,AUTO.LOITER,0
11.089,0.0026,0.0108,-0.0745,-0.0223,0.0085,-0.0499,0.016349,0.000722,0.003130,-0.999861,-1.873,-0.089,-0.357,AUTO.LOITER,0
11.122,0.0025,0.0107,-0.0750,-0.0224,0.0084,-0.0501,0.016343,0.000720,0.003122,-0.999861,-1.873,-0.088,-0.356,AUTO.LOITER,0
11.190,0.0022,0.0107,-0.0764,-0.0227,0.0078,-0.0504,0.016358,0.000658,0.003122,-0.999861,-1.874,-0.081,-0.356,AUTO.LOITER,0
11.257,0.0016,0.0108,-0.0780,-0.0230,0.0073,-0.0502,0.016351,0.000670,0.003119,-0.999861,-1.874,-0.083,-0.356,AUTO.LOITER,0
11.292,0.0012,0.0108,-0.0790,-0.0238,0.0074,-0.0504,0.016322,0.000656,0.003114,-0.999862,-1.870,-0.081,-0.356,AUTO.LOITER,0
11.358,0.0028,0.0101,-0.0778,-0.0229,0.0062,-0.0497,0.016328,0.000652,0.003118,-0.999862,-1.871,-0.080,-0.356,AUTO.LOITER,0
11.389,0.0034,0.0098,-0.0776,-0.0222,0.0062,-0.0500,0.016284,0.000643,0.003142,-0.999862,-1.866,-0.080,-0.359,AUTO.LOITER,0
11.456,0.0041,0.0094,-0.0777,-0.0227,0.0061,-0.0507,0.016292,0.000624,0.003175,-0.999862,-1.867,-0.077,-0.363,AUTO.LOITER,0
11.490,0.0042,0.0093,-0.0779,-0.0229,0.0056,-0.0509,0.016282,0.000610,0.003151,-0.999862,-1.866,-0.076,-0.360,AUTO.LOITER,0
11.556,0.0043,0.0091,-0.0791,-0.0226,0.0045,-0.0507,0.016295,0.000605,0.003165,-0.999862,-1.867,-0.075,-0.362,AUTO.LOITER,0
11.589,0.0041,0.0090,-0.0797,-0.0235,0.0041,-0.0505,0.016320,0.000600,0.003140,-0.999862,-1.870,-0.075,-0.359,AUTO.LOITER,0
11.621,0.0039,0.0089,-0.0805,-0.0234,0.0037,-0.0510,0.016316,0.000587,0.003111,-0.999862,-1.869,-0.073,-0.355,AUTO.LOITER,0
11.692,0.0034,0.0089,-0.0822,-0.0236,0.0033,-0.0526,0.016309,0.000579,0.003079,-0.999862,-1.869,-0.072,-0.352,AUTO.LOITER,0
11.758,0.0035,0.0083,-0.0796,-0.0239,0.0027,-0.0516,0.016315,0.000572,0.003012,-0.999862,-1.869,-0.071,-0.344,AUTO.LOITER,0
11.791,0.0035,0.0080,-0.0788,-0.0243,0.0015,-0.0513,0.016300,0.000631,0.003022,-0.999862,-1.868,-0.078,-0.345,AUTO.LOITER,0
11.821,0.0033,0.0078,-0.0782,-0.0246,0.0008,-0.0510,0.016286,0.000639,0.003031,-0.999863,-1.866,-0.079,-0.346,AUTO.LOITER,0
11.889,0.0028,0.0074,-0.0777,-0.0252,-0.0007,-0.0518,0.016280,0.000618,0.003065,-0.999863,-1.865,-0.077,-0.350,AUTO.LOITER,0
11.957,0.0018,0.0070,-0.0781,-0.0261,-0.0015,-0.0525,0.016280,0.000621,0.003094,-0.999863,-1.865,-0.077,-0.353,AUTO.LOITER,0
11.990,0.0013,0.0068,-0.0785,-0.0260,-0.0017,-0.0528,0.016269,0.000672,0.003105,-0.999863,-1.864,-0.083,-0.354,AUTO.LOITER,0
12.021,0.0007,0.0066,-0.0791,-0.0259,-0.0026,-0.0533,0.016283,0.000667,0.003100,-0.999862,-1.866,-0.082,-0.354,AUTO.LOITER,0
12.090,-0.0005,0.0063,-0.0808,-0.0271,-0.0033,-0.0537,0.016289,0.000679,0.003061,-0.999862,-1.866,-0.084,-0.349,AUTO.LOITER,0
12.121,-0.0001,0.0061,-0.0799,-0.0266,-0.0031,-0.0534,0.016293,0.000673,0.003038,-0.999862,-1.867,-0.083,-0.347,AUTO.LOITER,0
12.190,0.0003,0.0057,-0.0789,-0.0269,-0.0031,-0.0532,0.016274,0.000657,0.003006,-0.999863,-1.865,-0.081,-0.343,AUTO.LOITER,0
12.256,0.0002,0.0054,-0.0789,-0.0273,-0.0036,-0.0538,0.016274,0.000647,0.002999,-0.999863,-1.865,-0.080,-0.342,AUTO.LOITER,0
12.291,-0.0000,0.0052,-0.0792,-0.0273,-0.0035,-0.0543,0.016276,0.000641,0.002987,-0.999863,-1.865,-0.079,-0.341,AUTO.LOITER,0
12.323,-0.0002,0.0051,-0.0795,-0.0279,-0.0036,-0.0548,0.016285,0.000644,0.002984,-0.999863,-1.866,-0.079,-0.341,AUTO.LOITER,0
12.395,-0.0011,0.0048,-0.0809,-0.0289,-0.0044,-0.0555,0.016261,0.000652,0.002959,-0.999863,-1.863,-0.080,-0.338,AUTO.LOITER,0
12.425,-0.0017,0.0047,-0.0816,-0.0297,-0.0048,-0.0558,0.016264,0.000661,0.002884,-0.999863,-1.864,-0.081,-0.329,AUTO.LOITER,0
12.496,-0.0029,0.0044,-0.0833,-0.0299,-0.0058,-0.0568,0.016291,0.000688,0.002846,-0.999863,-1.867,-0.084,-0.325,AUTO.LOITER,0
12.524,-0.0017,0.0043,-0.0818,-0.0295,-0.0061,-0.0569,0.016284,0.000704,0.002820,-0.999863,-1.866,-0.086,-0.322,AUTO.LOITER,0
12.597,0.0005,0.0039,-0.0797,-0.0287,-0.0073,-0.0567,0.016283,0.000679,0.002814,-0.999863,-1.866,-0.083,-0.321,AUTO.LOITER,0
12.631,0.0011,0.0038,-0.0791,-0.0288,-0.0076,-0.0564,0.016276,0.000662,0.002819,-0.999863,-1.865,-0.081,-0.322,AUTO.LOITER,0
12.697,0.0019,0.0034,-0.0786,-0.0288,-0.0086,-0.0564,0.016267,0.000638,0.002835,-0.999863,-1.864,-0.078,-0.324,AUTO.LOITER,0
12.728,0.0021,0.0032,-0.0786,-0.0288,-0.0093,-0.0568,0.016298,0.000670,0.002829,-0.999863,-1.868,-0.082,-0.323,AUTO.LOITER,0
12.798,0.0022,0.0026,-0.0794,-0.0295,-0.0102,-0.0572,0.016318,0.000668,0.002828,-0.999863,-1.870,-0.082,-0.323,AUTO.LOITER,0
12.830,0.0020,0.0024,-0.0800,-0.0298,-0.0108,-0.0575,0.016342,0.000676,0.002809,-0.999862,-1.873,-0.083,-0.321,AUTO.LOITER,0
12.901,0.0016,0.0018,-0.0810,-0.0304,-0.0122,-0.0581,0.016336,0.000693,0.002799,-0.999862,-1.872,-0.085,-0.319,AUTO.LOITER,0
12.931,0.0023,0.0018,-0.0795,-0.0304,-0.0127,-0.0577,0.016347,0.000659,0.002829,-0.999862,-1.873,-0.081,-0.323,AUTO.LOITER,0
12.998,0.0031,0.0015,-0.0775,-0.0301,-0.0127,-0.0583,0.016324,0.000674,0.002839,-0.999862,-1.870,-0.082,-0.324,AUTO.LOITER,0
13.029,0.0033,0.0014,-0.0770,-0.0296,-0.0128,-0.0578,0.016299,0.000640,0.002864,-0.999863,-1.868,-0.079,-0.327,AUTO.LOITER,0
13.100,0.0033,0.0010,-0.0768,-0.0288,-0.0140,-0.0577,0.016294,0.000663,0.002868,-0.999863,-1.867,-0.081,-0.327,AUTO.LOITER,0
13.132,0.0032,0.0006,-0.0771,-0.0295,-0.0153,-0.0581,0.016282,0.000637,0.002847,-0.999863,-1.866,-0.078,-0.325,AUTO.LOITER,0
13.197,0.0025,-0.0000,-0.0780,-0.0306,-0.0165,-0.0589,0.016304,0.000665,0.002815,-0.999863,-1.868,-0.081,-0.321,AUTO.LOITER,0
13.228,0.0021,-0.0004,-0.0788,-0.0312,-0.0174,-0.0592,0.016277,0.000665,0.002826,-0.999863,-1.865,-0.081,-0.323,AUTO.LOITER,0
13.297,0.0009,-0.0013,-0.0809,-0.0316,-0.0188,-0.0606,0.016259,0.000666,0.002839,-0.999864,-1.863,-0.082,-0.324,AUTO.LOITER,0
13.331,0.0019,-0.0012,-0.0800,-0.0303,-0.0189,-0.0606,0.016283,0.000629,0.002854,-0.999863,-1.866,-0.077,-0.326,AUTO.LOITER,0
13.400,0.0033,-0.0013,-0.0793,-0.0305,-0.0198,-0.0612,0.016281,0.000614,0.002872,-0.999863,-1.866,-0.076,-0.328,AUTO.LOITER,0
13.436,0.0037,-0.0014,-0.0794,-0.0305,-0.0200,-0.0622,0.016300,0.000598,0.002892,-0.999863,-1.868,-0.074,-0.330,AUTO.LOITER,0
13.504,0.0040,-0.0018,-0.0804,-0.0307,-0.0209,-0.0638,0.016287,0.000574,0.002891,-0.999863,-1.866,-0.071,-0.330,AUTO.LOITER,0
13.535,0.0040,-0.0021,-0.0811,-0.0307,-0.0215,-0.0649,0.016306,0.000558,0.002935,-0.999863,-1.868,-0.069,-0.335,AUTO.LOITER,0
13.603,0.0036,-0.0029,-0.0833,-0.0314,-0.0226,-0.0665,0.016292,0.000561,0.002958,-0.999863,-1.867,-0.070,-0.338,AUTO.LOITER,0
13.632,0.0032,-0.0034,-0.0845,-0.0322,-0.0229,-0.0677,0.016309,0.000589,0.002986,-0.999862,-1.869,-0.073,-0.341,AUTO.LOITER,0
13.698,0.0022,-0.0044,-0.0871,-0.0328,-0.0240,-0.0689,0.016318,0.000612,0.002969,-0.999862,-1.870,-0.076,-0.339,AUTO.LOITER,0
13.732,0.0035,-0.0040,-0.0865,-0.0319,-0.0241,-0.0690,0.016351,0.000581,0.002914,-0.999862,-1.874,-0.072,-0.333,AUTO.LOITER,0
13.799,0.0055,-0.0035,-0.0861,-0.0308,-0.0241,-0.0688,0.016355,0.000575,0.002860,-0.999862,-1.874,-0.071,-0.327,AUTO.LOITER,0
13.836,0.0061,-0.0034,-0.0864,-0.0310,-0.0242,-0.0688,0.016331,0.000531,0.002849,-0.999862,-1.871,-0.066,-0.325,AUTO.LOITER,0
13.904,0.0069,-0.0035,-0.0875,-0.0308,-0.0245,-0.0700,0.016343,0.000527,0.002824,-0.999862,-1.873,-0.066,-0.323,AUTO.LOITER,0
13.939,0.0071,-0.0037,-0.0883,-0.0304,-0.0242,-0.0703,0.016353,0.000569,0.002824,-0.999862,-1.874,-0.070,-0.323,AUTO.LOITER,0
14.003,0.0070,-0.0043,-0.0909,-0.0296,-0.0255,-0.0714,0.016344,0.000557,0.002831,-0.999862,-1.873,-0.069,-0.323,AUTO.LOITER,0
14.039,0.0069,-0.0047,-0.0924,-0.0299,-0.0260,-0.0724,0.016329,0.000563,0.002831,-0.999863,-1.871,-0.070,-0.323,AUTO.LOITER,0
14.100,0.0062,-0.0056,-0.0956,-0.0300,-0.0264,-0.0732,0.016318,0.000551,0.002768,-0.999863,-1.870,-0.068,-0.316,AUTO.LOITER,0
14.133,0.0069,-0.0055,-0.0946,-0.0297,-0.0263,-0.0731,0.016337,0.000516,0.002697,-0.999863,-1.872,-0.064,-0.308,AUTO.LOITER,0
14.198,0.0078,-0.0058,-0.0935,-0.0301,-0.0263,-0.0735,0.016382,0.000512,0.002673,-0.999862,-1.877,-0.064,-0.305,AUTO.LOITER,0
14.229,0.0079,-0.0060,-0.0934,-0.0303,-0.0268,-0.0732,0.016386,0.000533,0.002643,-0.999862,-1.878,-0.066,-0.302,AUTO.LOITER,0
14.294,0.0078,-0.0066,-0.0940,-0.0314,-0.0266,-0.0729,0.016364,0.000498,0.002608,-0.999863,-1.875,-0.062,-0.298,OFFBOARD,0
14.325,0.0076,-0.0070,-0.0945,-0.0320,-0.0271,-0.0734,0.016356,0.000499,0.002623,-0.999863,-1.874,-0.062,-0.300,OFFBOARD,0
14.395,0.0067,-0.0081,-0.0962,-0.0327,-0.0280,-0.0737,0.016346,0.000483,0.002638,-0.999863,-1.873,-0.060,-0.301,OFFBOARD,0
14.426,0.0061,-0.0087,-0.0972,-0.0331,-0.0282,-0.0746,0.016349,0.000477,0.002661,-0.999863,-1.873,-0.060,-0.304,OFFBOARD,0
14.495,0.0048,-0.0099,-0.0996,-0.0335,-0.0291,-0.0758,0.016341,0.000494,0.002620,-0.999863,-1.872,-0.061,-0.299,OFFBOARD,0
14.534,0.0054,-0.0090,-0.0982,-0.0337,-0.0292,-0.0757,0.016354,0.000488,0.002578,-0.999863,-1.874,-0.061,-0.294,OFFBOARD,0
14.597,0.0059,-0.0081,-0.0970,-0.0348,-0.0284,-0.0755,0.016385,0.000487,0.002526,-0.999862,-1.878,-0.061,-0.289,OFFBOARD,0
14.636,0.0059,-0.0078,-0.0970,-0.0351,-0.0279,-0.0758,0.016386,0.000428,0.002505,-0.999862,-1.878,-0.054,-0.286,OFFBOARD,0
14.700,0.0054,-0.0075,-0.0975,-0.0360,-0.0283,-0.0768,0.016412,0.000413,0.002494,-0.999862,-1.881,-0.052,-0.285,OFFBOARD,0
14.731,0.0051,-0.0075,-0.0981,-0.0356,-0.0277,-0.0774,0.016410,0.000418,0.002479,-0.999862,-1.880,-0.053,-0.283,OFFBOARD,0
14.801,0.0039,-0.0078,-0.1002,-0.0360,-0.0280,-0.0789,0.016412,0.000425,0.002497,-0.999862,-1.881,-0.053,-0.285,OFFBOARD,0
14.833,0.0032,-0.0081,-0.1015,-0.0360,-0.0282,-0.0798,0.016425,0.000407,0.002484,-0.999862,-1.882,-0.051,-0.284,OFFBOARD,0
14.903,0.0022,-0.0082,-0.1029,-0.0365,-0.0284,-0.0803,0.016423,0.000453,0.002483,-0.999862,-1.882,-0.057,-0.284,OFFBOARD,0
14.938,0.0026,-0.0076,-0.1017,-0.0361,-0.0286,-0.0795,0.016456,0.000455,0.002486,-0.999861,-1.886,-0.057,-0.284,OFFBOARD,0
15.003,0.0032,-0.0062,-0.0993,-0.0352,-0.0281,-0.0778,0.016478,0.000427,0.002457,-0.999861,-1.888,-0.054,-0.281,OFFBOARD,0
15.034,0.0032,-0.0058,-0.0986,-0.0356,-0.0275,-0.0772,0.016513,0.000403,0.002443,-0.999861,-1.892,-0.051,-0.279,OFFBOARD,0
15.104,0.0029,-0.0054,-0.0983,-0.0365,-0.0265,-0.0771,0.016534,0.000390,0.002419,-0.999860,-1.895,-0.049,-0.276,OFFBOARD,0
15.131,0.0025,-0.0053,-0.0986,-0.0369,-0.0258,-0.0772,0.016536,0.000394,0.002422,-0.999860,-1.895,-0.050,-0.277,OFFBOARD,0
15.199,0.0014,-0.0053,-0.0999,-0.0367,-0.0246,-0.0777,0.016524,0.000398,0.002392,-0.999861,-1.893,-0.050,-0.273,OFFBOARD,0
15.231,0.0007,-0.0054,-0.1008,-0.0369,-0.0245,-0.0788,0.016506,0.000408,0.002342,-0.999861,-1.891,-0.051,-0.268,OFFBOARD,0
15.305,-0.0009,-0.0059,-0.1034,-0.0381,-0.0254,-0.0796,0.016508,0.000429,0.002332,-0.999861,-1.892,-0.054,-0.266,OFFBOARD,1
15.334,-0.0002,-0.0061,-0.1032,-0.0378,-0.0260,-0.0797,0.016507,0.000388,0.002324,-0.999861,-1.892,-0.049,-0.266,OFFBOARD,1
15.403,0.0005,-0.0068,-0.1040,-0.0368,-0.0255,-0.0795,0.016523,0.000360,0.002310,-0.999861,-1.893,-0.046,-0.264,OFFBOARD,1
15.433,0.0006,-0.0071,-0.1047,-0.0371,-0.0253,-0.0800,0.016547,0.000323,0.002312,-0.999860,-1.896,-0.041,-0.264,OFFBOARD,1
15.505,0.0003,-0.0080,-0.1068,-0.0378,-0.0249,-0.0805,0.016543,0.000324,0.002319,-0.999860,-1.896,-0.042,-0.265,OFFBOARD,1
15.538,-0.0000,-0.0085,-0.1082,-0.0380,-0.0246,-0.0808,0.016555,0.000319,0.002308,-0.999860,-1.897,-0.041,-0.264,OFFBOARD,1
15.608,-0.0012,-0.0097,-0.1117,-0.0391,-0.0242,-0.0820,0.016533,0.000318,0.002318,-0.999861,-1.894,-0.041,-0.265,OFFBOARD,1
15.644,-0.0019,-0.0103,-0.1134,-0.0396,-0.0245,-0.0826,0.016536,0.000305,0.002323,-0.999861,-1.895,-0.039,-0.266,OFFBOARD,1
15.680,-0.0027,-0.0110,-0.1153,-0.0405,-0.0246,-0.0831,0.016543,0.000330,0.002321,-0.999860,-1.896,-0.042,-0.265,OFFBOARD,1
15.744,-0.0029,-0.0112,-0.1165,-0.0412,-0.0246,-0.0833,0.016570,0.000336,0.002337,-0.999860,-1.899,-0.043,-0.267,OFFBOARD,1
15.780,-0.0024,-0.0109,-0.1160,-0.0412,-0.0246,-0.0831,0.016586,0.000312,0.002363,-0.999860,-1.901,-0.040,-0.270,OFFBOARD,1
15.846,-0.0021,-0.0108,-0.1161,-0.0419,-0.0240,-0.0823,0.016617,0.000322,0.002382,-0.999859,-1.904,-0.041,-0.272,OFFBOARD,1
15.882,-0.0022,-0.0108,-0.1166,-0.0419,-0.0237,-0.0830,0.016612,0.000307,0.002411,-0.999859,-1.904,-0.040,-0.276,OFFBOARD,1
15.946,-0.0029,-0.0111,-0.1183,-0.0424,-0.0233,-0.0828,0.016624,0.000313,0.002435,-0.999859,-1.905,-0.041,-0.278,OFFBOARD,1
15.983,-0.0035,-0.0113,-0.1197,-0.0424,-0.0224,-0.0828,0.016626,0.000324,0.002442,-0.999859,-1.905,-0.042,-0.279,OFFBOARD,1
16.048,-0.0049,-0.0119,-0.1224,-0.0429,-0.0216,-0.0835,0.016643,0.000305,0.002472,-0.999858,-1.907,-0.040,-0.283,OFFBOARD,1
16.085,-0.0057,-0.0122,-0.1239,-0.0434,-0.0214,-0.0837,0.016675,0.000325,0.002490,-0.999858,-1.911,-0.042,-0.285,OFFBOARD,1
16.147,-0.0060,-0.0117,-0.1242,-0.0436,-0.0197,-0.0834,0.016692,0.000284,0.002502,-0.999858,-1.913,-0.037,-0.286,OFFBOARD,1
16.185,-0.0054,-0.0107,-0.1231,-0.0425,-0.0189,-0.0824,0.016696,0.000241,0.002509,-0.999857,-1.913,-0.032,-0.287,OFFBOARD,1
