time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qx,qy,qz,qw,roll_deg,pitch_deg,yaw_deg,mode,armed
0.000,0.0109,0.0006,-0.0125,0.0046,0.0037,-0.0217,0.017114,-0.001360,0.008757,-0.999814,-1.963,0.139,-1.006,AUTO.LOITER,0
0.031,0.0110,0.0005,-0.0127,0.0045,0.0034,-0.0215,0.017089,-0.001362,0.008660,-0.999816,-1.960,0.139,-0.995,AUTO.LOITER,0
0.096,0.0109,0.0003,-0.0126,0.0047,0.0033,-0.0217,0.017092,-0.001346,0.008681,-0.999815,-1.960,0.137,-0.997,AUTO.LOITER,0
0.130,0.0107,0.0002,-0.0125,0.0050,0.0030,-0.0216,0.017104,-0.001276,0.008686,-0.999815,-1.961,0.129,-0.998,AUTO.LOITER,0
0.197,0.0105,0.0001,-0.0127,0.0050,0.0032,-0.0211,0.017118,-0.001246,0.008651,-0.999815,-1.963,0.126,-0.994,AUTO.LOITER,0
0.233,0.0105,0.0000,-0.0129,0.0046,0.0035,-0.0208,0.017101,-0.001236,0.008611,-0.999816,-1.961,0.125,-0.989,AUTO.LOITER,0
0.304,0.0104,-0.0000,-0.0136,0.0044,0.0030,-0.0211,0.017110,-0.001230,0.008559,-0.999816,-1.962,0.124,-0.983,AUTO.LOITER,0
0.340,0.0104,-0.0000,-0.0142,0.0049,0.0035,-0.0213,0.017102,-0.001203,0.008536,-0.999817,-1.961,0.121,-0.980,AUTO.LOITER,0
0.404,0.0105,-0.0000,-0.0152,0.0058,0.0030,-0.0219,0.017091,-0.001191,0.008550,-0.999817,-1.960,0.120,-0.982,AUTO.LOITER,0
0.437,0.0106,-0.0000,-0.0157,0.0059,0.0029,-0.0217,0.017098,-0.001159,0.008543,-0.999817,-1.961,0.116,-0.981,AUTO.LOITER,0
0.502,0.0114,-0.0001,-0.0161,0.0077,0.0039,-0.0207,0.017086,-0.001163,0.008529,-0.999817,-1.959,0.117,-0.979,AUTO.LOITER,0
0.535,0.0122,-0.0001,-0.0160,0.0079,0.0035,-0.0202,0.017074,-0.001189,0.008557,-0.999817,-1.958,0.120,-0.983,AUTO.LOITER,0
0.598,0.0133,-0.0001,-0.0159,0.0084,0.0028,-0.0207,0.017058,-0.001177,0.008560,-0.999817,-1.956,0.118,-0.983,AUTO.LOITER,0
0.638,0.0139,-0.0002,-0.0160,0.0084,0.0027,-0.0205,0.017058,-0.001162,0.008583,-0.999817,-1.956,0.116,-0.986,AUTO.LOITER,0
0.670,0.0145,-0.0002,-0.0161,0.0092,0.0031,-0.0196,0.017083,-0.001194,0.008661,-0.999816,-1.959,0.120,-0.995,AUTO.LOITER,0
0.739,0.0157,-0.0002,-0.0163,0.0098,0.0023,-0.0199,0.017060,-0.001228,0.008690,-0.999816,-1.956,0.124,-0.998,AUTO.LOITER,0
0.803,0.0168,-0.0001,-0.0168,0.0102,0.0020,-0.0202,0.017057,-0.001217,0.008696,-0.999816,-1.956,0.122,-0.999,AUTO.LOITER,0
0.837,0.0173,-0.0002,-0.0171,0.0106,0.0014,-0.0206,0.017068,-0.001228,0.008685,-0.999816,-1.957,0.124,-0.998,AUTO.LOITER,0
0.899,0.0173,-0.0006,-0.0167,0.0103,0.0014,-0.0208,0.017051,-0.001212,0.008695,-0.999816,-1.955,0.122,-0.999,AUTO.LOITER,0
0.934,0.0168,-0.0011,-0.0159,0.0098,0.0012,-0.0211,0.017025,-0.001182,0.008729,-0.999816,-1.952,0.118,-1.002,AUTO.LOITER,0
0.996,0.0161,-0.0018,-0.0151,0.0090,0.0011,-0.0205,0.017011,-0.001102,0.008837,-0.999816,-1.950,0.109,-1.015,AUTO.LOITER,0
1.030,0.0159,-0.0021,-0.0149,0.0086,0.0010,-0.0207,0.016967,-0.001064,0.008882,-0.999816,-1.945,0.105,-1.020,AUTO.LOITER,0
1.095,0.0155,-0.0027,-0.0147,0.0087,0.0010,-0.0204,0.016947,-0.001051,0.008871,-0.999817,-1.943,0.103,-1.018,AUTO.LOITER,0
1.129,0.0153,-0.0029,-0.0149,0.0089,0.0008,-0.0206,0.016952,-0.001017,0.008846,-0.999817,-1.944,0.099,-1.016,AUTO.LOITER,0
1.195,0.0152,-0.0033,-0.0153,0.0089,0.0003,-0.0206,0.016932,-0.000998,0.008809,-0.999817,-1.941,0.097,-1.011,AUTO.LOITER,0
1.229,0.0152,-0.0035,-0.0156,0.0093,-0.0001,-0.0209,0.016926,-0.000990,0.008767,-0.999818,-1.941,0.096,-1.006,AUTO.LOITER,0
1.291,0.0144,-0.0043,-0.0152,0.0093,-0.0008,-0.0211,0.016904,-0.000940,0.008684,-0.999819,-1.938,0.091,-0.997,AUTO.LOITER,0
1.357,0.0132,-0.0052,-0.0145,0.0093,-0.0013,-0.0206,0.016888,-0.000848,0.008513,-0.999821,-1.936,0.081,-0.977,AUTO.LOITER,0
1.391,0.0128,-0.0055,-0.0142,0.0087,-0.0011,-0.0211,0.016876,-0.000817,0.008398,-0.999822,-1.935,0.077,-0.964,AUTO.LOITER,0
1.456,0.0120,-0.0062,-0.0139,0.0064,-0.0005,-0.0218,0.016879,-0.000777,0.008183,-0.999824,-1.935,0.073,-0.939,AUTO.LOITER,0
1.489,0.0116,-0.0064,-0.0140,0.0053,-0.0005,-0.0218,0.016876,-0.000761,0.008082,-0.999825,-1.935,0.072,-0.928,AUTO.LOITER,0
1.557,0.0109,-0.0070,-0.0146,0.0049,-0.0009,-0.0224,0.016871,-0.000725,0.007964,-0.999826,-1.934,0.068,-0.914,AUTO.LOITER,0
1.589,0.0107,-0.0072,-0.0150,0.0045,-0.0010,-0.0222,0.016874,-0.000710,0.007919,-0.999826,-1.934,0.066,-0.909,AUTO.LOITER,0
1.629,0.0105,-0.0074,-0.0154,0.0046,-0.0006,-0.0222,0.016855,-0.000703,0.007874,-0.999827,-1.932,0.065,-0.904,AUTO.LOITER,0
1.693,0.0099,-0.0076,-0.0155,0.0055,0.0001,-0.0213,0.016853,-0.000682,0.007839,-0.999827,-1.932,0.063,-0.900,AUTO.LOITER,0
1.734,0.0095,-0.0075,-0.0153,0.0053,0.0006,-0.0215,0.016882,-0.000653,0.007816,-0.999827,-1.935,0.060,-0.897,AUTO.LOITER,0
1.794,0.0090,-0.0074,-0.0153,0.0045,0.0006,-0.0220,0.016897,-0.000624,0.007771,-0.999827,-1.937,0.056,-0.892,AUTO.LOITER,0
1.831,0.0088,-0.0074,-0.0154,0.0041,0.0009,-0.0228,0.016908,-0.000573,0.007628,-0.999828,-1.938,0.051,-0.875,AUTO.LOITER,0
1.892,0.0085,-0.0073,-0.0156,0.0043,0.0010,-0.0231,0.016902,-0.000544,0.007595,-0.999828,-1.937,0.048,-0.871,AUTO.LOITER,0
1.929,0.0084,-0.0072,-0.0158,0.0047,0.0008,-0.0233,0.016944,-0.000507,0.007485,-0.999828,-1.942,0.044,-0.859,AUTO.LOITER,0
1.994,0.0083,-0.0071,-0.0165,0.0047,0.0012,-0.0237,0.016912,-0.000515,0.007387,-0.999830,-1.938,0.045,-0.847,AUTO.LOITER,0
2.031,0.0083,-0.0070,-0.0170,0.0049,0.0015,-0.0237,0.016948,-0.000503,0.007327,-0.999829,-1.943,0.043,-0.840,AUTO.LOITER,0
2.100,0.0081,-0.0069,-0.0170,0.0048,0.0017,-0.0236,0.016970,-0.000499,0.007175,-0.999830,-1.945,0.043,-0.823,AUTO.LOITER,0
2.131,0.0078,-0.0068,-0.0166,0.0051,0.0025,-0.0235,0.016983,-0.000496,0.007108,-0.999830,-1.947,0.043,-0.815,AUTO.LOITER,0
2.195,0.0075,-0.0065,-0.0164,0.0045,0.0034,-0.0237,0.016967,-0.000447,0.007044,-0.999831,-1.945,0.037,-0.808,AUTO.LOITER,0
2.230,0.0073,-0.0063,-0.0164,0.0042,0.0039,-0.0246,0.016950,-0.000433,0.007007,-0.999832,-1.943,0.036,-0.804,AUTO.LOITER,0
2.293,0.0072,-0.0060,-0.0166,0.0039,0.0049,-0.0253,0.016976,-0.000436,0.006984,-0.999831,-1.946,0.036,-0.801,AUTO.LOITER,0
2.327,0.0071,-0.0058,-0.0170,0.0040,0.0049,-0.0258,0.016974,-0.000398,0.006957,-0.999832,-1.945,0.032,-0.798,AUTO.LOITER,0
2.390,0.0071,-0.0054,-0.0177,0.0037,0.0050,-0.0272,0.016973,-0.000411,0.006963,-0.999832,-1.945,0.034,-0.799,AUTO.LOITER,0
2.427,0.0071,-0.0053,-0.0182,0.0034,0.0050,-0.0279,0.016962,-0.000419,0.006913,-0.999832,-1.944,0.035,-0.793,AUTO.LOITER,0
2.490,0.0070,-0.0050,-0.0184,0.0034,0.0054,-0.0276,0.016979,-0.000425,0.006890,-0.999832,-1.946,0.035,-0.790,AUTO.LOITER,0
2.529,0.0068,-0.0050,-0.0181,0.0030,0.0056,-0.0278,0.016989,-0.000437,0.006857,-0.999832,-1.947,0.037,-0.787,AUTO.LOITER,0
2.593,0.0066,-0.0048,-0.0180,0.0029,0.0059,-0.0277,0.016998,-0.000432,0.006805,-0.999832,-1.948,0.036,-0.781,AUTO.LOITER,0
2.630,0.0065,-0.0046,-0.0181,0.0025,0.0069,-0.0283,0.017013,-0.000416,0.006707,-0.999833,-1.950,0.035,-0.769,AUTO.LOITER,0
2.695,0.0065,-0.0043,-0.0184,0.0027,0.0069,-0.0289,0.017043,-0.000410,0.006622,-0.999833,-1.953,0.034,-0.759,AUTO.LOITER,0
2.729,0.0065,-0.0041,-0.0188,0.0032,0.0073,-0.0294,0.017061,-0.000405,0.006513,-0.999833,-1.955,0.034,-0.747,AUTO.LOITER,0
2.795,0.0065,-0.0038,-0.0198,0.0028,0.0074,-0.0298,0.017062,-0.000389,0.006499,-0.999833,-1.955,0.032,-0.745,AUTO.LOITER,0
2.830,0.0065,-0.0036,-0.0204,0.0027,0.0077,-0.0297,0.017075,-0.000384,0.006474,-0.999833,-1.957,0.031,-0.743,AUTO.LOITER,0
2.896,0.0065,-0.0033,-0.0211,0.0030,0.0085,-0.0306,0.017066,-0.000379,0.006471,-0.999833,-1.956,0.031,-0.742,AUTO.LOITER,0
2.933,0.0064,-0.0033,-0.0214,0.0028,0.0081,-0.0303,0.017070,-0.000363,0.006512,-0.999833,-1.956,0.029,-0.747,AUTO.LOITER,0
2.997,0.0064,-0.0032,-0.0220,0.0027,0.0088,-0.0306,0.017053,-0.000344,0.006562,-0.999833,-1.954,0.027,-0.752,AUTO.LOITER,0
3.034,0.0063,-0.0031,-0.0224,0.0024,0.0094,-0.0303,0.017034,-0.000344,0.006565,-0.999833,-1.952,0.027,-0.753,AUTO.LOITER,0
3.100,0.0063,-0.0028,-0.0235,0.0020,0.0103,-0.0314,0.017035,-0.000373,0.006556,-0.999833,-1.952,0.030,-0.752,AUTO.LOITER,0
3.136,0.0063,-0.0026,-0.0242,0.0020,0.0104,-0.0315,0.017057,-0.000331,0.006512,-0.999833,-1.955,0.025,-0.747,AUTO.LOITER,0
3.201,0.0064,-0.0021,-0.0256,0.0010,0.0104,-0.0322,0.017102,-0.000332,0.006468,-0.999833,-1.960,0.025,-0.742,AUTO.LOITER,0
3.239,0.0064,-0.0018,-0.0265,0.0013,0.0100,-0.0320,0.017090,-0.000321,0.006482,-0.999833,-1.959,0.024,-0.743,AUTO.LOITER,0
3.300,0.0063,-0.0019,-0.0268,0.0016,0.0097,-0.0321,0.017052,-0.000309,0.006482,-0.999834,-1.954,0.023,-0.743,AUTO.LOITER,0
3.336,0.0063,-0.0020,-0.0267,0.0015,0.0093,-0.0318,0.017016,-0.000316,0.006501,-0.999834,-1.950,0.024,-0.745,AUTO.LOITER,0
3.404,0.0062,-0.0021,-0.0270,0.0004,0.0093,-0.0304,0.016986,-0.000318,0.006473,-0.999835,-1.947,0.024,-0.742,AUTO.LOITER,0
3.438,0.0062,-0.0021,-0.0274,0.0007,0.0094,-0.0302,0.016970,-0.000323,0.006444,-0.999835,-1.945,0.024,-0.739,AUTO.LOITER,0
3.501,0.0062,-0.0020,-0.0283,0.0007,0.0092,-0.0303,0.016951,-0.000291,0.006450,-0.999835,-1.943,0.021,-0.740,AUTO.LOITER,0
3.536,0.0062,-0.0019,-0.0288,0.0003,0.0090,-0.0305,0.016944,-0.000292,0.006494,-0.999835,-1.942,0.021,-0.745,AUTO.LOITER,0
3.597,0.0062,-0.0017,-0.0301,-0.0000,0.0091,-0.0308,0.016943,-0.000254,0.006550,-0.999835,-1.942,0.016,-0.751,AUTO.LOITER,0
3.634,0.0061,-0.0015,-0.0308,0.0000,0.0094,-0.0308,0.016943,-0.000229,0.006565,-0.999835,-1.942,0.013,-0.753,AUTO.LOITER,0
3.696,0.0057,-0.0019,-0.0306,0.0007,0.0090,-0.0303,0.016903,-0.000197,0.006572,-0.999836,-1.937,0.010,-0.753,AUTO.LOITER,0
3.736,0.0053,-0.0025,-0.0297,0.0003,0.0090,-0.0305,0.016879,-0.000169,0.006547,-0.999836,-1.934,0.007,-0.750,AUTO.LOITER,0
3.795,0.0047,-0.0032,-0.0288,0.0001,0.0091,-0.0301,0.016885,-0.000119,0.006485,-0.999836,-1.935,0.001,-0.743,AUTO.LOITER,0
3.829,0.0044,-0.0035,-0.0285,-0.0000,0.0092,-0.0303,0.016907,-0.000130,0.006437,-0.999836,-1.938,0.002,-0.738,AUTO.LOITER,0
3.891,0.0040,-0.0038,-0.0283,0.0004,0.0094,-0.0305,0.016904,-0.000121,0.006411,-0.999837,-1.937,0.001,-0.735,AUTO.LOITER,0
3.927,0.0038,-0.0040,-0.0284,0.0014,0.0096,-0.0312,0.016895,-0.000132,0.006404,-0.999837,-1.936,0.003,-0.734,AUTO.LOITER,0
3.990,0.0035,-0.0040,-0.0287,0.0018,0.0101,-0.0314,0.016912,-0.000111,0.006437,-0.999836,-1.938,0.000,-0.738,AUTO.LOITER,0
4.029,0.0035,-0.0040,-0.0290,0.0018,0.0107,-0.0315,0.016922,-0.000095,0.006455,-0.999836,-1.939,-0.002,-0.740,AUTO.LOITER,0
4.094,0.0030,-0.0040,-0.0295,0.0023,0.0120,-0.0321,0.016886,-0.000068,0.006483,-0.999836,-1.935,-0.005,-0.743,AUTO.LOITER,0
4.130,0.0025,-0.0041,-0.0295,0.0025,0.0124,-0.0317,0.016847,-0.000038,0.006461,-0.999837,-1.931,-0.008,-0.740,AUTO.LOITER,0
4.195,0.0019,-0.0042,-0.0300,0.0024,0.0121,-0.0320,0.016842,-0.000041,0.006453,-0.999837,-1.930,-0.008,-0.739,AUTO.LOITER,0
4.235,0.0016,-0.0041,-0.0304,0.0020,0.0119,-0.0323,0.016839,-0.000056,0.006374,-0.999838,-1.930,-0.006,-0.730,AUTO.LOITER,0
4.296,0.0012,-0.0039,-0.0314,0.0014,0.0124,-0.0330,0.016847,-0.000031,0.006251,-0.999839,-1.931,-0.009,-0.716,AUTO.LOITER,0
4.332,0.0009,-0.0037,-0.0322,0.0013,0.0126,-0.0333,0.016880,-0.000034,0.006196,-0.999838,-1.934,-0.008,-0.710,AUTO.LOITER,0
4.403,0.0006,-0.0033,-0.0338,0.0017,0.0140,-0.0347,0.016898,0.000004,0.006043,-0.999839,-1.936,-0.012,-0.692,AUTO.LOITER,0
4.433,0.0005,-0.0030,-0.0348,0.0017,0.0142,-0.0352,0.016888,0.000014,0.005972,-0.999840,-1.935,-0.013,-0.684,AUTO.LOITER,0
4.500,0.0003,-0.0028,-0.0355,0.0020,0.0148,-0.0348,0.016905,0.000033,0.005930,-0.999840,-1.937,-0.015,-0.679,AUTO.LOITER,0
4.534,0.0002,-0.0030,-0.0355,0.0021,0.0151,-0.0349,0.016903,0.000065,0.005880,-0.999840,-1.937,-0.019,-0.674,AUTO.LOITER,0
4.599,0.0000,-0.0029,-0.0356,0.0018,0.0156,-0.0346,0.016892,0.000091,0.005793,-0.999841,-1.936,-0.022,-0.664,AUTO.LOITER,0
4.636,-0.0000,-0.0028,-0.0357,0.0021,0.0157,-0.0347,0.016899,0.000078,0.005758,-0.999841,-1.936,-0.020,-0.660,AUTO.LOITER,0
4.699,-0.0001,-0.0025,-0.0362,0.0014,0.0169,-0.0351,0.016878,0.000088,0.005656,-0.999842,-1.934,-0.021,-0.648,AUTO.LOITER,0
4.736,-0.0001,-0.0021,-0.0367,0.0002,0.0172,-0.0357,0.016907,0.000115,0.005588,-0.999841,-1.937,-0.024,-0.640,AUTO.LOITER,0
4.800,-0.0002,-0.0015,-0.0377,-0.0007,0.0178,-0.0362,0.016893,0.000132,0.005499,-0.999842,-1.936,-0.026,-0.630,AUTO.LOITER,0
4.837,-0.0003,-0.0010,-0.0386,-0.0012,0.0181,-0.0360,0.016892,0.000116,0.005540,-0.999842,-1.936,-0.024,-0.634,AUTO.LOITER,0
4.903,-0.0003,-0.0005,-0.0390,-0.0006,0.0186,-0.0365,0.016901,0.000109,0.005593,-0.999842,-1.937,-0.023,-0.641,AUTO.LOITER,0
4.943,-0.0003,-0.0003,-0.0390,-0.0007,0.0182,-0.0359,0.016889,0.000128,0.005597,-0.999842,-1.935,-0.026,-0.641,AUTO.LOITER,0
5.004,-0.0002,0.0003,-0.0393,-0.0003,0.0192,-0.0362,0.016913,0.000166,0.005506,-0.999842,-1.938,-0.030,-0.631,AUTO.LOITER,0
5.038,-0.0001,0.0006,-0.0396,-0.0002,0.0191,-0.0363,0.016925,0.000197,0.005435,-0.999842,-1.939,-0.033,-0.622,AUTO.LOITER,0
5.101,-0.0000,0.0014,-0.0406,-0.0007,0.0192,-0.0368,0.016920,0.000227,0.005262,-0.999843,-1.939,-0.036,-0.602,AUTO.LOITER,0
5.141,0.0000,0.0019,-0.0413,0.0001,0.0196,-0.0366,0.016941,0.000243,0.005150,-0.999843,-1.941,-0.038,-0.590,AUTO.LOITER,0
5.203,0.0002,0.0029,-0.0428,0.0009,0.0210,-0.0371,0.016929,0.000226,0.005000,-0.999844,-1.940,-0.036,-0.572,AUTO.LOITER,0
5.238,0.0003,0.0035,-0.0437,0.0015,0.0221,-0.0372,0.016925,0.000231,0.004926,-0.999845,-1.939,-0.036,-0.564,AUTO.LOITER,0
5.299,0.0004,0.0047,-0.0443,0.0013,0.0222,-0.0364,0.016914,0.000248,0.004894,-0.999845,-1.938,-0.038,-0.560,AUTO.LOITER,0
5.334,0.0006,0.0053,-0.0440,0.0013,0.0226,-0.0362,0.016893,0.000247,0.004865,-0.999845,-1.936,-0.038,-0.557,AUTO.LOITER,0
5.397,0.0008,0.0066,-0.0439,0.0015,0.0238,-0.0358,0.016922,0.000280,0.004899,-0.999845,-1.939,-0.042,-0.561,AUTO.LOITER,0
5.433,0.0009,0.0072,-0.0440,0.0019,0.0238,-0.0356,0.016925,0.000281,0.004927,-0.999845,-1.939,-0.042,-0.564,AUTO.LOITER,0
5.495,0.0011,0.0086,-0.0443,0.0013,0.0242,-0.0360,0.016953,0.000301,0.004997,-0.999844,-1.943,-0.044,-0.572,AUTO.LOITER,0
5.533,0.0012,0.0095,-0.0446,0.0013,0.0244,-0.0365,0.016961,0.000288,0.004966,-0.999844,-1.944,-0.043,-0.568,AUTO.LOITER,0
5.596,0.0014,0.0110,-0.0455,0.0014,0.0252,-0.0370,0.016975,0.000325,0.004925,-0.999844,-1.945,-0.047,-0.564,AUTO.LOITER,0
5.631,0.0015,0.0120,-0.0462,0.0022,0.0258,-0.0369,0.016985,0.000316,0.004899,-0.999844,-1.946,-0.046,-0.561,AUTO.LOITER,0
5.700,0.0017,0.0131,-0.0457,0.0021,0.0262,-0.0362,0.016960,0.000327,0.004902,-0.999844,-1.943,-0.047,-0.561,AUTO.LOITER,0
5.743,0.0018,0.0138,-0.0446,0.0019,0.0265,-0.0354,0.016971,0.000337,0.004885,-0.999844,-1.945,-0.048,-0.559,AUTO.LOITER,0
5.806,0.0020,0.0148,-0.0437,0.0025,0.0275,-0.0343,0.016945,0.000353,0.004904,-0.999844,-1.942,-0.050,-0.561,AUTO.LOITER,0
5.838,0.0021,0.0155,-0.0434,0.0031,0.0278,-0.0341,0.016971,0.000362,0.004950,-0.999844,-1.945,-0.051,-0.566,AUTO.LOITER,0
5.905,0.0023,0.0169,-0.0431,0.0029,0.0287,-0.0348,0.016954,0.000393,0.004978,-0.999844,-1.943,-0.055,-0.570,AUTO.LOITER,0
5.940,0.0025,0.0178,-0.0432,0.0033,0.0288,-0.0343,0.016920,0.000427,0.005032,-0.999844,-1.939,-0.059,-0.576,AUTO.LOITER,0
6.004,0.0027,0.0194,-0.0438,0.0032,0.0293,-0.0342,0.016890,0.000457,0.005116,-0.999844,-1.935,-0.062,-0.585,AUTO.LOITER,0
6.039,0.0029,0.0203,-0.0443,0.0027,0.0291,-0.0347,0.016901,0.000443,0.005157,-0.999844,-1.936,-0.061,-0.590,AUTO.LOITER,0
6.101,0.0030,0.0206,-0.0441,0.0025,0.0292,-0.0340,0.016846,0.000483,0.005145,-0.999845,-1.930,-0.065,-0.589,AUTO.LOITER,0
6.137,0.0030,0.0201,-0.0435,0.0017,0.0289,-0.0344,0.016822,0.000497,0.005077,-0.999846,-1.927,-0.067,-0.581,AUTO.LOITER,0
6.200,0.0030,0.0197,-0.0434,0.0015,0.0285,-0.0348,0.016807,0.000535,0.004958,-0.999846,-1.926,-0.071,-0.567,AUTO.LOITER,0
6.234,0.0030,0.0196,-0.0435,0.0011,0.0279,-0.0340,0.016763,0.000534,0.004882,-0.999847,-1.921,-0.071,-0.558,AUTO.LOITER,0
6.300,0.0030,0.0198,-0.0440,0.0005,0.0275,-0.0341,0.016792,0.000517,0.004763,-0.999848,-1.924,-0.068,-0.545,AUTO.LOITER,0
6.340,0.0030,0.0200,-0.0444,0.0002,0.0277,-0.0342,0.016781,0.000530,0.004707,-0.999848,-1.923,-0.070,-0.538,AUTO.LOITER,0
6.403,0.0030,0.0206,-0.0453,-0.0005,0.0275,-0.0345,0.016760,0.000556,0.004750,-0.999848,-1.920,-0.073,-0.543,AUTO.LOITER,0
6.437,0.0030,0.0210,-0.0458,-0.0010,0.0279,-0.0348,0.016788,0.000537,0.004832,-0.999847,-1.924,-0.071,-0.553,AUTO.LOITER,0
6.504,0.0025,0.0211,-0.0453,-0.0027,0.0279,-0.0353,0.016781,0.000522,0.004926,-0.999847,-1.923,-0.069,-0.563,AUTO.LOITER,0
6.539,0.0020,0.0208,-0.0443,-0.0033,0.0274,-0.0349,0.016754,0.000501,0.005009,-0.999847,-1.920,-0.067,-0.573,AUTO.LOITER,0
6.603,0.0013,0.0206,-0.0433,-0.0039,0.0268,-0.0345,0.016742,0.000515,0.005037,-0.999847,-1.918,-0.069,-0.576,AUTO.LOITER,0
6.637,0.0009,0.0206,-0.0430,-0.0046,0.0261,-0.0338,0.016726,0.000544,0.005071,-0.999847,-1.916,-0.072,-0.580,AUTO.LOITER,0
6.700,0.0002,0.0209,-0.0428,-0.0053,0.0249,-0.0344,0.016748,0.000597,0.004966,-0.999847,-1.919,-0.078,-0.568,AUTO.LOITER,0
6.738,-0.0002,0.0212,-0.0431,-0.0059,0.0248,-0.0350,0.016760,0.000616,0.004850,-0.999848,-1.920,-0.080,-0.554,AUTO.LOITER,0
6.802,-0.0009,0.0218,-0.0440,-0.0068,0.0242,-0.0355,0.016779,0.000631,0.004747,-0.999848,-1.922,-0.081,-0.543,AUTO.LOITER,0
6.836,-0.0012,0.0222,-0.0446,-0.0071,0.0242,-0.0356,0.016801,0.000682,0.004667,-0.999848,-1.925,-0.087,-0.533,AUTO.LOITER,0
6.901,-0.0014,0.0211,-0.0449,-0.0086,0.0231,-0.0352,0.016759,0.000654,0.004535,-0.999849,-1.920,-0.084,-0.518,AUTO.LOITER,0
6.937,-0.0015,0.0200,-0.0448,-0.0096,0.0226,-0.0353,0.016721,0.000640,0.004494,-0.999850,-1.916,-0.082,-0.514,AUTO.LOITER,0
6.976,-0.0015,0.0193,-0.0449,-0.0094,0.0224,-0.0359,0.016704,0.000630,0.004417,-0.999851,-1.914,-0.081,-0.505,AUTO.LOITER,0
7.046,-0.0018,0.0182,-0.0457,-0.0104,0.0208,-0.0360,0.016689,0.000621,0.004365,-0.999851,-1.912,-0.079,-0.499,AUTO.LOITER,0
7.082,-0.0019,0.0178,-0.0462,-0.0106,0.0202,-0.0358,0.016678,0.000656,0.004339,-0.999851,-1.911,-0.083,-0.496,AUTO.LOITER,0
7.158,-0.0024,0.0172,-0.0475,-0.0117,0.0192,-0.0359,0.016695,0.000673,0.004341,-0.999851,-1.913,-0.085,-0.496,AUTO.LOITER,0
7.195,-0.0026,0.0171,-0.0481,-0.0119,0.0188,-0.0365,0.016715,0.000641,0.004303,-0.999851,-1.915,-0.082,-0.492,AUTO.LOITER,0
7.256,-0.0032,0.0170,-0.0498,-0.0125,0.0180,-0.0369,0.016728,0.000667,0.004300,-0.999851,-1.917,-0.085,-0.491,AUTO.LOITER,0
7.286,-0.0033,0.0168,-0.0504,-0.0127,0.0183,-0.0375,0.016721,0.000619,0.004271,-0.999851,-1.916,-0.079,-0.488,AUTO.LOITER,0
7.351,-0.0029,0.0145,-0.0496,-0.0130,0.0172,-0.0367,0.016704,0.000610,0.004231,-0.999851,-1.914,-0.078,-0.484,AUTO.LOITER,0
7.381,-0.0028,0.0137,-0.0494,-0.0132,0.0169,-0.0362,0.016716,0.000565,0.004196,-0.999851,-1.915,-0.073,-0.480,AUTO.LOITER,0
7.447,-0.0028,0.0125,-0.0494,-0.0133,0.0165,-0.0359,0.016684,0.000569,0.004152,-0.999852,-1.912,-0.073,-0.475,AUTO.LOITER,0
7.478,-0.0028,0.0121,-0.0496,-0.0135,0.0164,-0.0357,0.016707,0.000548,0.004126,-0.999852,-1.914,-0.071,-0.472,AUTO.LOITER,0
7.549,-0.0031,0.0115,-0.0505,-0.0140,0.0156,-0.0362,0.016693,0.000539,0.004101,-0.999852,-1.913,-0.070,-0.469,AUTO.LOITER,0
7.581,-0.0033,0.0113,-0.0510,-0.0139,0.0150,-0.0363,0.016679,0.000568,0.004035,-0.999853,-1.911,-0.073,-0.461,AUTO.LOITER,0
7.653,-0.0037,0.0112,-0.0524,-0.0150,0.0147,-0.0367,0.016676,0.000571,0.003983,-0.999853,-1.911,-0.073,-0.455,AUTO.LOITER,0
7.684,-0.0038,0.0110,-0.0528,-0.0162,0.0147,-0.0368,0.016672,0.000570,0.003947,-0.999853,-1.910,-0.073,-0.451,AUTO.LOITER,0
7.716,-0.0034,0.0104,-0.0520,-0.0164,0.0141,-0.0362,0.016666,0.000561,0.003955,-0.999853,-1.910,-0.072,-0.452,AUTO.LOITER,0
7.785,-0.0029,0.0093,-0.0511,-0.0168,0.0132,-0.0361,0.016640,0.000558,0.003980,-0.999853,-1.907,-0.072,-0.455,AUTO.LOITER,0
7.850,-0.0028,0.0088,-0.0510,-0.0180,0.0125,-0.0361,0.016647,0.000567,0.003988,-0.999853,-1.907,-0.073,-0.456,AUTO.LOITER,0
7.889,-0.0029,0.0086,-0.0512,-0.0184,0.0127,-0.0366,0.016628,0.000575,0.004002,-0.999854,-1.905,-0.073,-0.457,AUTO.LOITER,0
7.919,-0.0031,0.0084,-0.0516,-0.0192,0.0127,-0.0365,0.016633,0.000574,0.003996,-0.999854,-1.906,-0.073,-0.457,AUTO.LOITER,0
7.988,-0.0035,0.0084,-0.0524,-0.0192,0.0129,-0.0372,0.016624,0.000589,0.004021,-0.999854,-1.905,-0.075,-0.460,AUTO.LOITER,0
8.023,-0.0038,0.0085,-0.0530,-0.0194,0.0126,-0.0375,0.016614,0.000573,0.004008,-0.999854,-1.904,-0.073,-0.458,AUTO.LOITER,0
8.090,-0.0043,0.0087,-0.0540,-0.0207,0.0124,-0.0379,0.016587,0.000586,0.003964,-0.999854,-1.901,-0.075,-0.453,AUTO.LOITER,0
